Mint,#3EB489
Green Sheen,#6EAEA1
OU Crimson red,#841617
Unbleached silk,#FFDDCA
Old rose,#C08081
Silver pink,#C4AEAD
Cosmic latte,#FFF8E7
Mint cream,#F5FFFA
Maize (Crayola),#F2C649
Pictorial carmine,#C30B4E
Malachite,#0BDA51
Charm pink,#E68FAC
French beige,#A67B5B
Cherry blossom pink,#FFB7C5
Gray (web),#808080
Golden brown,#996515
Snow,#FFFAFA
Powder blue,#B0E0E6
Hot magenta,#FF1DCE
Chartreuse (web),#80FF00
Sacramento State green,#043927
Electric purple,#BF00FF
Seance,#612086
Rose madder,#E32636
Persian green,#00A693
Laurel green,#A9BA9D
Desert,#C19A6B
Trypan Blue,#1C05B3
Flame,#E25822
Orange-yellow,#F5BD1F
Lemon,#FFF700
Burnt sienna,#E97451
Dark sky blue,#8CBED6
Tango pink,#E4717A
Red-orange (Color wheel),#FF4500
Citron,#9FA91F
Gray (X11 gray),#BEBEBE
Red-violet,#C71585
Lemon yellow (Crayola),#FFFF9F
Buff,#FFC680
Mantis,#74C365
Copper red,#CB6D51
Verdigris,#43B3AE
Upsdell red,#AE2029
Silver (Metallic),#AAA9AD
Midnight green (eagle green),#004953
Tiffany Blue,#0ABAB5
Steel pink,#CC33CC
Tuscan red,#7C4848
Dark khaki,#BDB76B
B'dazzled blue,#2E5894
Amaranth purple,#AB274F
Ultramarine,#3F00FF
Finn,#683068
Lemon meringue,#F6EABE
Orchid,#DA70D6
Beaver,#9F8170
Eggplant,#614051
Pine green,#2A2F23
Neon blue,#4666FF
Champagne pink,#F1DDCF
French mauve,#D473D4
Cinnabar,#E34234
Xanthic,#EEED09
Naples yellow,#FADA5E
Wild Strawberry,#FF43A4
Irresistible,#B3446C
Paolo Veronese green,#009B7D
